Gene,RNA tissue specific nTPM,liver_nTPM_value,Tissue expression cluster,RNA tissue cell type enrichment,has_liver_nTPM,has_liver_cluster,has_liver_enrichment,Classification
RBBP4,,,Cluster 16: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,non-liver protein
NCBP1,,,Cluster 40: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,non-liver protein
AHNAK,,,Cluster 41: Smooth muscle tissue - ECM organization,"Adrenal gland - Fibroblasts, Thyroid gland - Fibroblasts",False,False,False,non-liver protein
TBC1D8B,,,Cluster 68: Non-specific - Protein processing,"Adipose visceral - Adipose progenitor cells, Adrenal gland - Adrenal cortex cells, Minor Salivary Gland - Minor salivary glandular cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
FCHO2,,,Cluster 75: Epithelium - Extracellular exosomes,,False,False,False,non-liver protein
ELP6,,,Cluster 35: Non-specific - Mitochondria,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
APOBR,bone marrow: 34.2;intestine: 22.1;lung: 11.0;lymphoid tissue: 21.8,,Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response,"Adipose subcutaneous - Macrophages, Adrenal gland - Macrophages, Skin - Langerhans cells, Spleen - Neutrophils",False,False,False,non-liver protein
HSPA14,,,Cluster 4: Testis - Basic cellular processes,"Testis - Early spermatids, Testis - Spermatocytes",False,False,False,non-liver protein
SCRN3,,,Cluster 3: Non-specific - Unknown function,"Skeletal muscle - Skeletal myocytes, Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
CGNL1,kidney: 65.9,,Cluster 52: Kidney - Transmembrane transport,"Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Mesothelial cells, Lung - Alveolar cells type 1, Minor Salivary Gland - Minor salivary glandular cells, Testis - Sertoli cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
LAMTOR4,,,Cluster 80: Non-specific - Endocytosis,,False,False,False,non-liver protein
NEXN,heart muscle: 390.5;skeletal muscle: 652.7;tongue: 527.5,,Cluster 12: Heart muscle - Cardiac muscle contraction,"Colon - Smooth muscle cells, Liver - Hepatic stellate cells, Prostate - Smooth muscle cells",False,False,True,liver protein_3
MGAT2,,,Cluster 11: Liver - Plasma proteins,Colon - Macrophages,False,True,False,liver protein_2
GALNT2,,,Cluster 83: Liver - Metabolism,Adipose visceral - Macrophages,False,True,False,liver protein_2
AP1B1,,,Cluster 24: Parathyroid gland - Vesicular transport,"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Colon - Macrophages, Lung - Macrophages, Prostate - Prostate glandular cells, Testis - Spermatocytes",False,False,False,non-liver protein
CPSF1,,,Cluster 78: Testis - Transcription,,False,False,False,non-liver protein
BST1,bone marrow: 138.1;intestine: 47.2,,Cluster 77: Bone marrow - Cell proliferation,"Prostate - Fibroblasts, Skin - Fibroblast_2, Spleen - Neutrophils, Stomach - Fibroblasts, Thyroid gland - Fibroblasts",False,False,False,non-liver protein
BST2,ovary: 672.3,,Cluster 41: Smooth muscle tissue - ECM organization,"Adipose subcutaneous - Endothelial cells, Breast - Endothelial cells",False,False,False,non-liver protein
PMPCA,,,Cluster 43: Non-specific - Mitochondrial translation,"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes",False,False,False,non-liver protein
ST3GAL1,,,Cluster 35: Non-specific - Mitochondria,"Adipose subcutaneous - Adipocytes (Subcutaneous), Pituitary gland - Endothelial cells",False,False,False,non-liver protein
SCRN1,brain: 167.7,,Cluster 28: Neuronal - Transcription,"Breast - Fibroblasts, Prostate - Smooth muscle cells, Spleen - B-cells (Spleen), Testis - Sertoli cells",False,False,False,non-liver protein
WASHC5,,,Cluster 24: Parathyroid gland - Vesicular transport,"Adrenal gland - Adrenal cortex cells, Breast - Fibroblasts, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
NUP160,,,Cluster 16: Non-specific - Transcription,,False,False,False,non-liver protein
FOXO1,skeletal muscle: 87.8,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,non-liver protein
TBL3,,,Cluster 79: Non-specific - Transcription,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
GTF3C1,,,Cluster 21: Testis - Unknown function,"Prostate - Prostate glandular cells, Skin - Keratinocyte (other), Testis - Spermatocytes, Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
TWF1,,,Cluster 75: Epithelium - Extracellular exosomes,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
ASPH,adipose tissue: 372.0,,Cluster 3: Non-specific - Unknown function,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
AKAP13,,,Cluster 19: Non-specific - Basic cellular processes,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
EFEMP1,,,Cluster 60: Choroid plexus - Transmembrane transport,"Breast - Fibroblasts, Heart muscle - Fibroblasts, Lung - Fibroblast_2, Prostate - Fibroblasts, Spleen - Fibroblast_2, Thyroid gland - Fibroblasts",False,False,False,non-liver protein
SMARCB1,,,Cluster 66: Non-specific - Transcription,"Spleen - B-cells (Spleen), Testis - Spermatogonia",False,False,False,non-liver protein
STX4,,,Cluster 47: Spleen - Immune response,,False,False,False,non-liver protein
GRSF1,skeletal muscle: 249.4,,Cluster 35: Non-specific - Mitochondria,"Adrenal gland - Adrenal cortex cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
NFIA,,,Cluster 83: Liver - Metabolism,"Kidney - Fibroblasts, Liver - Hepatocytes, Prostate - Fibroblasts",False,True,True,liver protein (cluster + enrichment)
MERTK,choroid plexus: 92.5,,Cluster 60: Choroid plexus - Transmembrane transport,"Adipose visceral - Macrophages, Heart muscle - Macrophages, Minor Salivary Gland - Macrophages, Spleen - Macrophages",False,False,False,non-liver protein
SFSWAP,,,Cluster 66: Non-specific - Transcription,,False,False,False,non-liver protein
CHD3,,,Cluster 62: Connective tissue - ECM organization,"Adipose visceral - Adipose progenitor cells, Heart muscle - Fibroblasts",False,False,False,non-liver protein
SF3A3,,,Cluster 16: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,non-liver protein
DPYD,liver: 66.4,66.4,Cluster 11: Liver - Plasma proteins,"Adrenal gland - Adrenal cortex cells, Kidney - Fibroblasts, Liver - Hepatocytes, Liver - Hepatocytes, Prostate - Fibroblasts, Skin - Endothelial cells, Thyroid gland - Fibroblasts",True,True,True,liver protein (all 3)
TP53BP1,,,Cluster 64: Neuronal - Transcription,"Adipose visceral - Adipose progenitor cells, Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
TRIM26,,,Cluster 66: Non-specific - Transcription,,False,False,False,non-liver protein
AIMP1,,,Cluster 56: Non-specific - Unknown function,,False,False,False,non-liver protein
ILF2,,,Cluster 16: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,non-liver protein
ILF3,,,Cluster 40: Non-specific - Transcription,,False,False,False,non-liver protein
LMAN2,,,Cluster 68: Non-specific - Protein processing,"Adipose visceral - Adipose progenitor cells, Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
IRAG2,bone marrow: 51.0;lymphoid tissue: 173.5,,Cluster 36: Lymphoid tissue - Cytokine signaling,"Breast - Endothelial cells, Kidney - Proximal tubular cells, Spleen - B-cells (Spleen)",False,False,False,non-liver protein
PTPRJ,,,Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response,"Adipose visceral - Macrophages, Adrenal gland - Macrophages, Lung - Neutrophil_2, Prostate - Prostate glandular cells, Testis - Spermatogonia",False,False,False,non-liver protein
EPS8,,,Cluster 62: Connective tissue - ECM organization,"Adrenal gland - Fibroblasts, Breast - Endothelial cells, Skin - Endothelial cells, Spleen - Fibroblast_2",False,False,False,non-liver protein
TRAP1,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,non-liver protein
ANK3,,,Cluster 3: Non-specific - Unknown function,"Colon - Enteric glia cells, Liver - Hepatic stellate cells, Lung - Alveolar cells type 2, Spleen - Fibroblast_2, Thyroid gland - Thyroid glandular cells",False,False,True,liver protein_3
DLG1,,,Cluster 9: Oligodendrocytes - Myelination,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
TAF10,,,Cluster 78: Testis - Transcription,Testis - Late spermatids,False,False,False,non-liver protein
MYO1E,,,Cluster 55: Kidney & Intestine - Metabolism,Heart muscle - Endothelial cells,False,False,False,non-liver protein
PPP1R8,,,Cluster 71: Thymus - Adaptive immune response,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
PTP4A2,,,Cluster 9: Oligodendrocytes - Myelination,"Adrenal gland - Adrenal cortex cells, Testis - Spermatocytes, Testis - Spermatogonia, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
BNIP1,,,Cluster 40: Non-specific - Transcription,Testis - Early spermatids,False,False,False,non-liver protein
BNIP3,pancreas: 439.6,,Cluster 68: Non-specific - Protein processing,Adipose subcutaneous - Adipocytes (Subcutaneous),False,False,False,non-liver protein
CSTF3,,,Cluster 50: Epididymis - Male reproductive secretion,Testis - Spermatocytes,False,False,False,non-liver protein
TSPAN31,,,Cluster 64: Neuronal - Transcription,"Adrenal gland - Adrenal cortex cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
ECH1,skeletal muscle: 875.0,,Cluster 23: Non-specific - Cellular respiration,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Skeletal muscle - Skeletal myocytes, Testis - Sertoli cells",False,False,True,liver protein_3
ARHGAP5,,,Cluster 39: Retina & Testis - Cilium,"Breast - Breast myoepithelial cells, Spleen - Endothelial cells, Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
STRN3,,,Cluster 19: Non-specific - Basic cellular processes,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
CDC16,,,Cluster 8: Ciliated cells - Cilium organization,,False,False,False,non-liver protein
STK4,bone marrow: 48.6;lymphoid tissue: 38.2,,Cluster 70: Lymphoid tissue - Immune response,Thyroid gland - T-cells,False,False,False,non-liver protein
FLII,skeletal muscle: 236.8,,Cluster 19: Non-specific - Basic cellular processes,Testis - Early spermatids,False,False,False,non-liver protein
TRIM32,,,Cluster 19: Non-specific - Basic cellular processes,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
COASY,,,Cluster 68: Non-specific - Protein processing,Breast - Breast glandular cells,False,False,False,non-liver protein
NAIP,lymphoid tissue: 30.8,,Cluster 47: Spleen - Immune response,"Adipose subcutaneous - Macrophages, Adrenal gland - Macrophages, Lung - Neutrophil_2, Spleen - Neutrophils",False,False,False,non-liver protein
ACACA,,,Cluster 34: Non-specific - Mixed function,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Lung - Alveolar cells type 2, Prostate - Prostate glandular cells, Spleen - Endothelial cells",False,False,False,non-liver protein
LCP2,bone marrow: 162.2;lymphoid tissue: 112.1,,Cluster 77: Bone marrow - Cell proliferation,"Adrenal gland - Macrophages, Liver - Kupffer cells, Minor Salivary Gland - Macrophages, Spleen - Macrophages, Thyroid gland - T-cells",False,False,True,liver protein_3
GPS1,,,Cluster 54: Non-specific - Basic cellular processes,,False,False,False,non-liver protein
SPP2,liver: 502.9,502.9,Cluster 31: Liver - Plasma proteins,Liver - Hepatocytes,True,True,True,liver protein (all 3)
USP4,,,Cluster 77: Bone marrow - Cell proliferation,Testis - Early spermatids,False,False,False,non-liver protein
IK,,,Cluster 16: Non-specific - Transcription,Testis - Early spermatids,False,False,False,non-liver protein
MTAP,,,Cluster 62: Connective tissue - ECM organization,Thyroid gland - Fibroblasts,False,False,False,non-liver protein
PRKAA1,,,Cluster 78: Testis - Transcription,"Adrenal gland - Adrenal cortex cells, Testis - Early spermatids",False,False,False,non-liver protein
PPFIA1,,,Cluster 19: Non-specific - Basic cellular processes,"Testis - Early spermatids, Testis - Spermatocytes",False,False,False,non-liver protein
EIF2B5,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,non-liver protein
TARDBP,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,non-liver protein
HNRNPA0,,,Cluster 40: Non-specific - Transcription,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
PAK1,brain: 118.3,,Cluster 22: Brain - Synaptic signal transduction,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
AIMP2,skeletal muscle: 150.0,,Cluster 19: Non-specific - Basic cellular processes,Testis - Early spermatids,False,False,False,non-liver protein
PRDX4,pancreas: 1173.7,,Cluster 15: Pancreas - Proteolysis,"Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes, Minor Salivary Gland - Minor salivary glandular cells, Spleen - Plasma cells",False,False,True,liver protein_3
MAPK7,,,Cluster 27: Squamous epithelium - Keratinization,Breast - Fibroblasts,False,False,False,non-liver protein
PAK2,,,Cluster 36: Lymphoid tissue - Cytokine signaling,,False,False,False,non-liver protein
CBX3,,,Cluster 71: Thymus - Adaptive immune response,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
STK3,,,Cluster 62: Connective tissue - ECM organization,,False,False,False,non-liver protein
STX5,,,Cluster 68: Non-specific - Protein processing,Testis - Late spermatids,False,False,False,non-liver protein
PSMD2,skeletal muscle: 321.1,,Cluster 14: Skeletal muscle - Muscle contraction,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
MMRN1,,,Cluster 62: Connective tissue - ECM organization,"Liver - Vascular Endothelial cells, Prostate - Endothelial cells, Skin - Macrophages, Testis - Early spermatids",False,False,True,liver protein_3
DDX10,,,Cluster 16: Non-specific - Transcription,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,non-liver protein
DNAJC3,,,Cluster 68: Non-specific - Protein processing,,False,False,False,non-liver protein
SELENBP1,intestine: 495.3,,Cluster 45: Intestine - Digestion,"Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Lung - Alveolar cells type 2, Minor Salivary Gland - Minor salivary glandular cells",False,False,True,liver protein_3
NME3,,,Cluster 66: Non-specific - Transcription,,False,False,False,non-liver protein
SRSF9,,,Cluster 47: Spleen - Immune response,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
SRSF5,,,Cluster 40: Non-specific - Transcription,Testis - Peritubular cells,False,False,False,non-liver protein
SRSF6,,,Cluster 6: Bone marrow - Innate immune response,,False,False,False,non-liver protein
TRIM28,,,Cluster 4: Testis - Basic cellular processes,,False,False,False,non-liver protein
DHRS2,breast: 328.0;urinary bladder: 380.2,,Cluster 62: Connective tissue - ECM organization,"Pituitary gland - Gonadotropes, Skin - Sebaceous gland cells",False,False,False,non-liver protein
STX3,retina: 303.5,,Cluster 76: Retina - Visual perception,"Minor Salivary Gland - Minor salivary glandular cells, Spleen - Neutrophils",False,False,False,non-liver protein
G3BP1,,,Cluster 35: Non-specific - Mitochondria,Testis - Spermatogonia,False,False,False,non-liver protein
NMI,,,Cluster 70: Lymphoid tissue - Immune response,,False,False,False,non-liver protein
KCNAB2,brain: 187.9,,Cluster 33: Brain - Neuronal signaling,"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Adrenal gland - Macrophages, Breast - Macrophages, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Lung - Macrophages, Minor Salivary Gland - Macrophages, Pituitary gland - Corticotropes",False,False,False,non-liver protein
PTK7,,,Cluster 53: Non-specific - Glycosylation,"Adipose subcutaneous - Adipose progenitor cells, Heart muscle - Fibroblasts, Skeletal muscle - Fibroblasts, Spleen - Fibroblast_1, Testis - Late spermatids",False,False,False,non-liver protein
PABPC4,pancreas: 456.1;skeletal muscle: 537.8,,Cluster 19: Non-specific - Basic cellular processes,Testis - Spermatogonia,False,False,False,non-liver protein
